PMTX01	6407025
PLQR01	2445683
PMQL01	2491980
PLQY01	1780592
PMOI01	2788772
PMHM01	3444213
PLKK01	3181684
PLBM01	2022206
PLQC01	4114896
PMIU01	744766
PMZF01	3455506
PMDO01	2150921
PLDM01	4844851
PMPS01	4703248
PLAL01	3092937
PMMK01	2042607
PMEO01	3541035
PLNG01	2067528
PLIW01	2742453
PMTY01	3725121
PLVW01	1869556
PLNX01	4666617
PLFD01	3036051
PLWO01	5719540
PMVQ01	5521633
PMIK01	2623889
PMHF01	3494373
PLJF01	2127100
PMYS01	3995940
PLZM01	4462745
PMYY01	2833964
PMVT01	2479614
PLJU01	2987431
PMBZ01	4770234
PKVR01	4412133
PLRI01	1739148
PMKZ01	2529231
PMXN01	5188055
PMLP01	1774356
PMYP01	1985677
PLDO01	7095248
PLDS01	4207092
PMWB01	2932774
PLCP01	3402242
PLKO01	3743143
PNAB01	2550715
PNAQ01	3899255
PLJD01	4245652
PLVR01	2027206
PNAY01	5752549
PMVK01	5385439
PKXB01	3433387
PMIJ01	5205832
PLWH01	2739212
PLEC01	3240583
PLCS01	3940365
PLFA01	2852624
PLEZ01	1543902
PLMB01	1639935
PLGE01	5407871
PMZP01	863945
PLRT01	3798538
PLWD01	2963252
PLPE01	716825
PMGN01	3767692
PLEX01	6596786
PLUM01	4617235
PMCG01	2703147
PMUW01	4408130
PLYC01	1503756
PLUA01	4359041
PMQA01	4332602
PMLH01	4899144
PKYH01	2545071
PLWG01	3284538
PMDE01	2144576
PLQD01	5331570
PLNF01	3700549
PLUB01	3468491
PMHK01	4181007
PLCR01	2558545
PMJG01	2052119
PLQP01	5456354
PKXE01	2278668
PNBP01	2157464
PMIX01	5349416
PLXP01	5960205
PMEB01	2973664
PLHX01	2538184
PMPH01	2724402
PLIJ01	2875903
PKXK01	5317643
PKVU01	2484491
PLHW01	5531701
PNBJ01	1664944
PLPJ01	5764657
PLVQ01	3928995
PLSJ01	3908736
PMZS01	4080825
PMBP01	3244421
PMCI01	3066738
PLFB01	4203094
PMJI01	2061519
PMKG01	3307620
PLUK01	2589736
PKXO01	5697891
PMTP01	2478023
PMIR01	2759469
PLNO01	5200069
PLEW01	5903037
PLLZ01	2890320
PLPI01	3046762
PKWD01	3943779
PLWF01	4026386
PMQC01	2069433
PMNZ01	4431244
PKYR01	3159473
PMDZ01	772949
PKZS01	4572203
PLQB01	2089357
PMFH01	5691524
PLCH01	3914689
PMCB01	2086464
PMMJ01	6056979
PLMW01	3705972
PMXA01	2502830
PMFU01	2508091
PLVM01	3342643
PMPP01	4395341
PMPX01	3745792
PMUK01	3357118
PLXI01	2590338
PMAZ01	2065301
PNAA01	4466360
PKVW01	3934625
PKZN01	2113629
PMFZ01	5118295
PMWP01	2447978
PMDK01	3841767
PKZL01	1842248
PLSK01	5257996
PMVB01	2530732
PLFI01	4816775
PMUY01	3945286
PKXU01	5123786
PLWS01	2555168
PMLT01	3065785
PKYL01	1414172
PMEW01	3877262
PMAY01	2465056
PKZH01	3906114
PLEM01	5068287
PLWU01	2728597
PMQU01	2201742
PLHH01	2029066
PMQB01	7819467
PMLO01	3586399
PLKB01	4443197
PLJJ01	4181162
PMDB01	3585865
PLKW01	4294413
PLFO01	5026772
PMEX01	3201325
PMPF01	2662211
PLEP01	1224407
PMHY01	5191133
PLIB01	3466778
PMAA01	4575937
PMUC01	3589724
PMIW01	3003764
PLDP01	2606614
PLKJ01	2278273
PMXE01	3602133
PLBO01	4630445
PMLA01	2949152
PLCC01	4206975
PLBA01	4094525
PLZF01	3567878
PLXS01	3606652
PMVR01	2753970
PMTZ01	2528520
PMMX01	4586714
PMXF01	4380163
PMDT01	3466999
PLXZ01	923438
PMPN01	3810820
PNAG01	3694458
PMRT01	2990892
PLTG01	1295424
PLXY01	2257809
PMHD01	5217216
PLTJ01	3909985
PMLS01	4463745
PKYZ01	9717417
PLGD01	5505352
PLVE01	2535946
PMKX01	1933977
PLJL01	3884886
PLVU01	4208450
PLUG01	5005137
PMZX01	5194731
PLQU01	4271862
PMKV01	3062696
PLNZ01	3502044
PLAC01	1935858
PMIT01	3808614
PLPM01	3069548
PLHI01	4731498
PLIO01	5768439
PKYF01	4888831
PMCT01	2778586
PLPZ01	1442649
PLFN01	4996975
PKWY01	2886664
PLIQ01	7584947
PMVD01	4270125
PMRV01	4202907
PLIR01	6085170
PLCX01	4323382
PLOU01	2806769
PMTI01	3595185
PMKB01	2947547
PMSE01	2819008
PLRM01	1916982
PMEE01	1827657
PKWB01	3782900
PLTA01	3264811
PLPV01	4076722
PLLU01	2080543
PMQX01	5276219
PMWW01	4953686
PMWR01	5329118
PMZL01	3412846
PLIM01	2902603
PLYS01	6693866
PMYE01	3286184
PMTB01	2747309
PMOK01	8721485
PMPI01	3078575
PLGF01	4750225
PMYA01	1794462
PMBW01	2774674
PMAE01	4273799
PKZC01	6508434
PLDX01	2953438
PMLC01	3735526
PLXJ01	1849696
PMXR01	2921251
PMKT01	3268519
PMYG01	2105876
PLMN01	3792977
PLGI01	3416030
PMXI01	4141319
PMDV01	5194237
PLUJ01	4101074
PMLQ01	2271322
PMQY01	4331579
PLLJ01	2396373
PMQJ01	7365013
PMZG01	1754841
PMKY01	1346142
PMBF01	3959497
PLTI01	2399646
PLXL01	2393235
PMPA01	2415001
PMHP01	4034030
PLLA01	4001325
PMUJ01	5194164
PLMD01	3218797
PMHL01	4597834
PMTA01	3737793
PLKI01	2199518
PMDD01	3612511
PMVH01	1927279
PMJV01	2171329
PMUN01	8015520
PMFB01	2000347
PLHZ01	2794167
PMRM01	2526683
PMBD01	3245784
PMRU01	2556174
PMKL01	5207422
PMEA01	2435424
PKXT01	3222601
PLKF01	4134954
PLOE01	3657709
PLGS01	5228627
PLCZ01	3796676
PLBK01	2814252
PKVZ01	5285449
PLMU01	2278388
PMXL01	6905511
PMCL01	3219389
PLAQ01	3517021
PMVF01	3105824
PLSQ01	5186856
PMDN01	1780671
PLSN01	2899254
PMOC01	3896755
PMDU01	5970886
PMNN01	1890673
PLVV01	3982956
PLRR01	2525943
PMGZ01	2515589
PNAM01	8174038
PMNU01	2349525
PLZJ01	1215035
PMMD01	2153367
PMQN01	4347747
PLBP01	2995077
PMLU01	3783416
PLPA01	3575196
PKYV01	2073672
PMLV01	6927349
PLQQ01	2468295
PLPU01	5742999
PLPK01	2077533
PLDQ01	5760949
PLLB01	1487053
PLVN01	4558710
PKYO01	3995419
PLLC01	3274937
PMOV01	4354418
PMHT01	5287019
PLRX01	3717433
PLWE01	4563682
PMQH01	3550282
PMUP01	6674750
PLVH01	3919696
PMAL01	2395430
PKXS01	4082086
PLFE01	6102160
PMRP01	5515153
PMYR01	3537118
PNBN01	2279008
PLVS01	3394811
PLVO01	2756265
PMIM01	2282137
PLGR01	4694399
PLAU01	2455184
PMBE01	3737067
PLAR01	5231471
PLLD01	2910155
PMAO01	4901792
PLQT01	4323070
PMJL01	2087807
PMZR01	5795962
PMMQ01	2947344
PLQK01	2107000
PMTK01	7126901
PLYU01	4769816
PMHN01	3054314
PLCQ01	1714777
PLHO01	2371339
PMES01	4631202
PMUX01	3069693
PLLS01	4094456
PMOM01	1908427
PLXM01	2605518
PMPU01	4383505
PMFL01	4504023
PMMP01	1722922
PMSX01	9386293
PMCN01	3517847
PLWL01	2188947
PMMW01	2105865
PLBN01	2137293
PMLK01	2644018
PMDX01	2993257
PMZA01	6449855
PMTH01	7511789
PLIN01	3936887
PMHA01	4477198
PLRW01	7039788
PMCV01	1809861
PMDR01	6561765
PMLM01	2177822
PLLH01	2526393
PMMY01	1624289
PLVX01	2360088
PMJX01	5668081
PNBF01	6035365
PLYW01	3724574
PMCY01	3482832
PMEZ01	3780979
PLQX01	2568177
PMRI01	1230150
PKWJ01	4201539
PKZK01	3346495
PLLT01	2853661
PLTN01	5373807
PKYX01	4618113
PLIG01	2866164
PMIV01	2710920
PLDI01	2531947
PLHB01	2001325
PMZD01	1936323
PLRU01	4994123
PMUF01	5750349
PKXC01	3544607
PLYY01	7564528
PMND01	3524250
PKWQ01	4332218
PLMQ01	2928323
PLYO01	3593072
PMMF01	2117930
PMYW01	3656671
PKXM01	6726311
PKVX01	2646732
PLOP01	2949653
PLIT01	4825677
PLEU01	2355889
PKWN01	3680817
PMHQ01	4334251
PMJM01	2742710
PMJA01	3100011
PMPR01	2556715
PLGL01	5473310
PLBD01	4365399
PMAG01	2399062
PLXN01	2472157
PMRN01	7838404
PKZZ01	2155692
PMSM01	5160709
PLKE01	4277882
PLSE01	4737259
PMKO01	1570734
PMTW01	7976792
PMYM01	3614562
PLAW01	2198778
PMGX01	2151002
PNBL01	4373736
PMYC01	1802461
PLWP01	4642096
PLAT01	4779977
PMWA01	2488520
PLRN01	1763136
PMZE01	3693469
PMEV01	4547715
PMDH01	5697798
PLRS01	8012244
PMEM01	3980309
PMLN01	3071785
PMAB01	2702059
PLRA01	4737408
PMXP01	4887905
PMCH01	3943854
PLST01	5112986
PMSR01	5196891
PMFM01	4162915
PMVL01	2567648
PMGO01	2470758
PLNP01	3220922
PLUE01	5849835
PMNE01	3100530
PMPB01	2007820
PLNV01	2877477
PMIL01	4728442
PMHV01	5032658
PNAC01	3619032
PMYB01	5061459
PLDB01	5281597
PMAK01	4647106
PMHH01	4122220
PLDR01	4472401
PLFC01	3446511
PLBV01	2679753
PLXT01	3163878
PMBT01	4017413
PMFC01	2324561
PLVF01	4461705
PNAX01	4151328
PMSP01	2572445
PLPG01	2558493
PMRR01	2230951
PMRL01	3160871
PMCW01	2288452
PLMI01	1494376
PMVW01	4186064
PNAP01	3062812
PMOW01	5825690
PLYD01	3318627
PLLY01	2338497
PLPY01	4433568
PLIH01	2383862
PMXV01	2822205
PMHJ01	3187183
PLDV01	5607601
PLIK01	2651444
PKYG01	3009642
PMTN01	2680648
PLKR01	4663284
PLDG01	4087985
PLBQ01	6982827
PMMV01	2014081
PLXE01	4652150
PLBZ01	1434370
PLYL01	765936
PLMC01	3514086
PLNW01	6002914
PLKN01	4089984
PNAU01	3725183
PMCJ01	5300713
PKVD01	4290693
PMXK01	3370775
PKUZ01	5904282
PMRG01	2557154
PLBC01	2556467
PLKM01	2511057
PMLD01	5576320
PKYD01	3268539
PMCP01	3901120
PKWG01	4669788
PMPY01	2586824
PLLG01	3528381
PMMM01	4761301
PLSA01	2326937
PLBB01	3732193
PLPB01	3601175
PNBE01	3600014
PLQL01	1916326
PMZO01	2736209
PMMG01	2820612
PMAV01	1844642
PLME01	2137522
PLFF01	2207715
PLMG01	1420193
PMNP01	3423927
PMRZ01	1410528
PMMR01	1818960
PLCA01	3634824
PLLN01	2369190
PLHY01	3379961
PMTC01	2545187
PMPV01	5197939
PMFY01	2952777
PLFU01	4420010
PKZQ01	4239900
PLGX01	5056452
PMYJ01	3026794
PLNK01	3018773
PMCF01	7698003
PLRZ01	7223734
PLUY01	2562391
PLBF01	4740214
PMPD01	6034862
PLOT01	3636854
PMJU01	2031371
PLTM01	1844322
PMXH01	4874894
PLQJ01	1697196
PMFG01	2563461
PLLX01	5256546
PLDE01	1918277
PLQA01	4666888
PLTY01	3889917
PMNG01	2716163
PLGG01	4234646
PLAI01	4495415
PLOX01	1818859
PMYZ01	1188359
PMBO01	4433535
PMYQ01	1636717
PMBM01	3672290
PLKY01	5414947
PMEH01	1509534
PKYW01	2623731
PMGM01	2293092
PMNY01	3459015
PLQO01	3758094
PMQV01	2540879
PMOQ01	2999009
PMLX01	3206208
PMVX01	5086472
PKWC01	3791325
PLAO01	4581855
PMNC01	4753779
PLGC01	3571447
PMCZ01	3036221
PMKF01	2836573
PMGQ01	1630571
PMWU01	4287228
PMBB01	3430042
PLRL01	2148062
PLMP01	5416427
PLOI01	3421685
PMNI01	4481690
PMYX01	2173929
PLKH01	4288222
PLOQ01	2086247
PLGA01	5281686
PMXB01	4757570
PLUD01	2204680
PLXA01	2197748
PNAS01	4138170
PLAA01	3104933
PLBH01	2347306
PLJQ01	5864235
PMRD01	3828712
PMOA01	4308035
PMHE01	2424943
PLPC01	1723732
PLIE01	3916207
PMKP01	5478163
PMJH01	1640806
PMBL01	1919637
PMHO01	3946374
PLYA01	4143903
PLYJ01	4608047
PLHJ01	1744091
PMHI01	7207389
PMGD01	4932139
PMQI01	2735094
PLGO01	1439940
PMKC01	3840444
PMHG01	3669388
PNAL01	2471117
PLMX01	3470802
PMIQ01	2379053
PMLR01	2789908
PLKC01	2266413
PLUP01	5715130
PNAT01	3563312
PLTC01	4219414
PMQM01	3149391
PLFP01	2724020
PMUZ01	5649593
PMOS01	3833552
PLPX01	1790483
PMSN01	4202510
PKUW01	4362659
PLKA01	2429754
PMLE01	5329842
PKUX01	2869029
PMUE01	2809429
PMST01	8203119
PMOB01	2323939
PLEB01	3060782
PLQH01	3756528
PMYK01	2556102
PMUR01	5249444
PLEO01	3134001
PLNC01	2395880
PLWX01	5709437
PKWR01	1868928
PLBY01	8045290
PMVU01	2788096
PMFF01	3661841
PLHP01	4622803
PLYT01	3261025
PKXR01	2074850
PKUY01	3940173
PMMC01	1490347
PMOH01	4046717
PLSG01	3243608
PMDW01	5223927
PLHT01	3533758
PLGH01	7690263
PLKD01	3035626
PLZT01	5952348
PMDP01	3789588
PMSI01	4430012
PMFX01	2524033
PMXX01	1719785
PMCR01	5528928
PLVL01	7436385
PKXN01	4427505
PMXS01	3056360
PMBQ01	2711891
PLTU01	4192994
PMLZ01	4662616
PMNQ01	2908155
PKYE01	2524730
PLWA01	5003736
PLJP01	4321202
PLNL01	1795881
PMPG01	4599469
PMNB01	2919840
PLQV01	1320641
PLAB01	4157734
PKZV01	3836663
PMCE01	5732711
PLRY01	5716120
PLUL01	3247300
PLEG01	3646842
PLHD01	2530770
PMZK01	3366959
PKVJ01	3315725
PMNH01	2765508
PLTZ01	3788902
PLLK01	1886883
PMJF01	1019217
PLEV01	1785525
PMBN01	4776867
PKXP01	7510429
PLUT01	4837229
PLWM01	3538456
PMWJ01	7107763
PMBJ01	1714740
PLQE01	6900820
PMFR01	2055840
PLEF01	2067376
PMZM01	8996088
PMJO01	6356344
PKZD01	2275955
PMER01	5997913
PMGJ01	4258642
PMKM01	5816078
PLVT01	2493719
PMKK01	3426247
PLOR01	5791462
PMFT01	3987863
PLBW01	3894972
PLAK01	2261310
PLFK01	4630185
PNBD01	4499885
PMLF01	2650190
PLPR01	2587266
PMSD01	1527426
PLLQ01	2283896
PLII01	3403662
PMJK01	3285741
PMQK01	2706196
PMJW01	4418467
PMBK01	3645017
PMZJ01	2665594
PMSY01	7168527
PMOF01	2822123
PMOR01	3361272
PLZR01	3323840
PLBT01	2522195
PKZO01	2013287
PLIS01	7047031
PLSC01	3535233
PMFN01	3144422
PLQG01	3085386
PNAV01	3320316
PMXO01	2896743
PMZV01	3164613
PMJJ01	2577300
PKWZ01	2160511
PMFO01	4303643
PLCU01	8018070
PLOS01	2535613
PMAI01	6115516
PLGK01	3108234
PLSV01	7069843
PMVM01	3784182
PLAN01	3319618
PLYB01	3386394
PLDD01	8097738
PMPZ01	2550484
PLTP01	2232673
PMRO01	2633639
PMEL01	3945939
PLYR01	4018676
PMJB01	3066876
PLCM01	4048824
PLGM01	6342538
PMUA01	6021114
PLNI01	3435866
PNAN01	3284796
PLMF01	6556001
PMON01	2652667
PLXU01	2257975
PLZZ01	3280613
PMTT01	11508716
PLNB01	4481147
PLCT01	3363841
PLHG01	1990487
PLVG01	3168641
PLUF01	2842388
PNBO01	6028810
PMRX01	1792073
PLCG01	2343364
PMWO01	4506350
PLGP01	4354677
PMGK01	4449273
PMZI01	4075875
PMYL01	3493398
PLYV01	3822739
PMFD01	3150897
PMVS01	3131351
PLAV01	2571687
PKZA01	3495868
PMAF01	4752134
PMML01	3375833
PLYX01	2924708
PLFW01	4667177
PMJR01	3745098
PMJT01	3291710
PMWZ01	2595138
PLFV01	3299080
PLTQ01	2189475
PKXG01	3870114
PLTK01	2326746
PLXH01	6652349
PLHA01	4725122
PMWX01	2757219
PLIF01	1367137
PMHR01	5504712
PLJY01	2501996
PLEL01	2019957
PLPN01	3500242
PMXC01	6630783
PLKP01	2562173
PNAJ01	6206968
PLGY01	2059181
PKYC01	3558457
PKVO01	4238376
PLUH01	4857505
PNAW01	2229220
PMXW01	2045851
PMFV01	3729378
PLKX01	6047625
PLWV01	2752790
PMZW01	2699044
PKXZ01	3204564
PKZE01	2194129
PMMU01	4932775
PMLI01	3709868
PLMK01	3583110
