seqname,tax_id
UniRef90_A0A2M8DHW8,rdsrA
UniRef90_A0A2M8DKW0,rdsrA
UniRef90_A0A1G1I5S8,rdsrA
PMBV01_ENA|PMBV01000138|PMBV01000138.1_4,Myxococcota_2
UniRef90_A0A7C3LPV8,Myxococcota_2
UniRef90_UPI00102D157D,Alphaproteobacteria_2
UniRef90_A0A1Y2K710,Alphaproteobacteria_2
Magnetococcus_marinus_2156,Alphaproteobacteria_2
UniRef90_A0A1S7LGY5,Alphaproteobacteria_2
UniRef90_A0A7C2PEU4,Chlorobi
UniRef90_A0A2D5XII7,Chlorobi
UniRef90_A0A2E7ZM91,Chlorobi
UniRef90_A0A2D6ESQ5,Chlorobi
UniRef90_A0A4U1AJ01,Chlorobi
UniRef90_UPI0013D8DC50,Chlorobi
UniRef90_A0A1E7GTR9,Chlorobi
UniRef90_A0A7W0IQ26,Chlorobi
UniRef90_A0A6L4AN37,Chlorobi
UniRef90_K1ZDI2,Chlorobi
UniRef90_A0A381Q8U2,Chlorobi
UniRef90_A0A520PBG0,Chlorobi
UniRef90_F5B950,Chlorobi
UniRef90_B3ELT3,Chlorobi
UniRef90_M1VFH9,Chlorobi
UniRef90_M1VPZ2,Chlorobi
UniRef90_A0A3S0NJ45,Chlorobi
UniRef90_M1VPN8,Chlorobi
UniRef90_A0A1B1PZ50,Chlorobi
UniRef90_A0A222SFF0,Chlorobi
UniRef90_A0A422HJZ4,Chlorobi
UniRef90_A0A7C5HIK0,Chlorobi
Chlorobaculum_tepidum_0852,Chlorobi
UniRef90_E0D4B6,Chlorobi
UniRef90_E0D4E6,Chlorobi
UniRef90_A0A533U516,Chlorobi
UniRef90_Q3AP71,Chlorobi
Chlorobium_phaeobacteroides_0128,Chlorobi
UniRef90_B3EHJ7,Chlorobi
UniRef90_B4SE97,Chlorobi
UniRef90_A0A7Y0THV9,Chlorobi
UniRef90_A0A533TS06,Chlorobi
UniRef90_A0A533TSW1,Chlorobi
UniRef90_A0A368HIS1,rdsrA
UniRef90_A0A661GPD7,rdsrA
UniRef90_A0A3N1Y4G4,rdsrA
UniRef90_A0A6M8W9J6,rdsrA
UniRef90_A0A257SRP0,rdsrA
UniRef90_A0A7C0VWN2,rdsrA
UniRef90_A0A1B4V076,rdsrA
UniRef90_A0A1F6TRB4,rdsrA
UniRef90_A0A1B4XCN9,rdsrA
UniRef90_A0A522M0A3,rdsrA
UniRef90_A0A1V3NC61,rdsrA
UniRef90_L0DWL8,rdsrA
UniRef90_A0A426QH26,rdsrA
UniRef90_A0A076L420,rdsrA
UniRef90_A0A3B1BQU7,rdsrA
UniRef90_A0A0F2RAQ1,Alphaproteobacteria
UniRef90_A0A1G7W0H6,Alphaproteobacteria
UniRef90_UPI00048E0ACF,Alphaproteobacteria
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08_scaffold_15491_c1_3,Alphaproteobacteria
UniRef90_A0A1H6HWR9,Alphaproteobacteria
UniRef90_A0A6N7ALC1,Alphaproteobacteria
UniRef90_A0A484H880,Alphaproteobacteria
UniRef90_B8PTA7,Alphaproteobacteria
