20110800_S3D_19_c_000000004319_26	Root; dsrB; Acidobacteriota_2
20120600_E2D_12_c_000000002831_34	Root; dsrB; Acidobacteriota
20120700_P3D_64_c_000000080916_49	Root; rdsrB; Gammaproteobacteria_2
PMCE01_ENA|PMCE01000152|PMCE01000152.1_1	Root; dsrB; Syntrophia
3300037361_7_Ga0310743_0001192_13	Root; rdsrB; Gammaproteobacteria_2
20170700_S25_26_c_000000000242_32	Root; dsrB; Acidobacteriota_2
20120700_E3M_1_c_000000000553_1	Root; rdsrB; Gammaproteobacteria_2
20120600_E3D_37_c_000000000011_35	Root; rdsrB; Gammaproteobacteria_2
20110700_S2D_14_c_000000000194_12	Root; dsrB; Verrucomicrobiota
20120600_E2D_49_c_000000001241_7	Root; rdsrB; Gammaproteobacteria_2
20120800_E3S_6_c_000000003793_3	Root; dsrB; Acidobacteriota_2
PMBV01_ENA|PMBV01000138|PMBV01000138.1_5	Root; rdsrB
PLNU01_ENA|PLNU01000177|PLNU01000177.1_44	Root; dsrB; Syntrophia_2
20130700_C1X_10_c_000000003070_163	Root; dsrB; Bacteroidota
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08_scaffold_15491_c1_4	Root; rdsrB; Alphaproteobacteria
20120700_P3D_91_c_000000068519_30	Root; dsrB; Verrucomicrobiota
20120700_P3D_65_c_000000039829_2	Root; dsrB; Nitrospirota
PMBZ01_ENA|PMBZ01000247|PMBZ01000247.1_22	Root; rdsrB; Alphaproteobacteria
PMCE01_ENA|PMCE01000528|PMCE01000528.1_1	Root; dsrB; Syntrophia
20120700_P3D_73_c_000000081354_20	Root; dsrB; Acidobacteriota_2
20111000_P3M_27_c_000000010139_16	Root; rdsrB; Gammaproteobacteria_2
20120500_P26_1_c_000000000758_50	Root; dsrB; Acidobacteriota_2
20170700_S25_32_c_000000007889_21	Root; dsrB; Verrucomicrobiota
20110800_E2D_9_c_000000006142_18	Root; dsrB; Acidobacteriota_2
PLLC01_ENA|PLLC01000022|PLLC01000022.1_3	Root; dsrB; Syntrophia_2
PMBI01_ENA|PMBI01000046|PMBI01000046.1_4	Root; dsrB; Syntrophia
20110600_S3M_2_c_000000005176_2	Root; dsrB; Acidobacteriota_2
20120700_S1D_63_c_000000029687_37	Root; dsrB; Acidobacteriota_2
20100900_E1D_10_c_000000000203_9	Root; dsrB; Acidobacteriota_2
20120700_P3D_102_c_000000058360_3	Root; dsrB; Acidobacteriota_2
20160700_S15_2_c_000000001270_10	Root; dsrB; Acidobacteriota_2
20120800_E1X_14_c_000000001349_1	Root; rdsrB; Gammaproteobacteria_2
20120600_E1D_18_c_000000005061_34	Root; dsrB; Myxococcota
20120700_S1D_29_c_000000006085_11	Root; dsrB; Verrucomicrobiota
20120500_P17_6_c_000000000976_5	Root; rdsrB; Gammaproteobacteria_2
20120600_S3M_3_c_000000001739_27	Root; dsrB; Acidobacteriota_2
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86_scaffold_35_c1_56	Root; dsrB; Acidobacteriota_2
20110800_E2D_22_c_000000006638_33	Root; dsrB; Acidobacteriota_2
20120700_S1D_61_c_000000055142_7	Root; dsrB; Verrucomicrobiota
20160700_E25_27_c_000000002359_5	Root; dsrB; Acidobacteriota_2
20140700_E22_1_c_000000003893_6	Root; dsrB; Myxococcota
Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53_scaffold_8868_c1_10	Root; dsrB; Acidobacteriota_2
20120700_E3M_1_c_000000000616_2	Root; rdsrB; Gammaproteobacteria_2
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00_NODE_263_length_70461_cov_5.789464_35	Root; dsrB; Desulfovibrionales
20120700_S1D_31_c_000000062853_37	Root; rdsrB; Alphaproteobacteria
20120500_P19_8_c_000000001544_30	Root; dsrB; Acidobacteriota
20120600_E1D_34_c_000000007185_11	Root; rdsrB; Alphaproteobacteria
3300037076_9_Ga0395910_002074_8	Root; rdsrB; Gammaproteobacteria_2
20120700_P3D_131_c_000000020010_25	Root; rdsrB; Gammaproteobacteria_2
20120700_P3D_19_c_000000088913_15	Root; rdsrB; Gammaproteobacteria_2
20130700_C2M_9_c_000000002631_9	Root; dsrB; Acidobacteriota_2
20110700_S3M_12_c_000000000027_10	Root; dsrB; Acidobacteriota_2
PNBO01_ENA|PNBO01000393|PNBO01000393.1_10	Root; dsrB; Myxococcota
20120700_S1D_85_c_000000073934_9	Root; dsrB; Verrucomicrobiota
20120800_E3S_10_c_000000002152_10	Root; dsrB; Acidobacteriota
20120700_S1X_15_c_000000001917_23	Root; dsrB; Acidobacteriota_2
PLSJ01_ENA|PLSJ01000205|PLSJ01000205.1_11	Root; dsrB; Syntrophorhabdia
20130700_E2Y_17_c_000000001948_1	Root; dsrB; Syntrophia
20120700_E3M_1_c_000000000461_1	Root; rdsrB; Gammaproteobacteria_2
20120700_P3D_139_c_000000083625_22	Root; rdsrB; Gammaproteobacteria_2
PMMQ01_ENA|PMMQ01000179|PMMQ01000179.1_2	Root; dsrB; Nitrospirota
20120700_S1D_41_c_000000003843_5	Root; dsrB; Acidobacteriota_2
3300037225_15_Ga0395714_000195_93	Root; dsrB; Chloroflexota
20120700_S1D_97_c_000000096968_8	Root; dsrB; Syntrophobacteria
