BCM93772.1	GH18; Bacteria; Abditibacteriota bacterium IAD-21
BCM93835.1	GH18; Bacteria; Abditibacteriota bacterium IAD-21
UOB18382.1	GH18; Bacteria; Abyssalbus ytuae
UOB18383.1	GH18; Bacteria; Abyssalbus ytuae
UOB16797.1	GH18; Bacteria; Abyssalbus ytuae
AFY08286.1	GH18; Eukaryota; Acacia koa
ABD72566.1	GH18; Eukaryota; Acanthamoeba castellanii
QFZ95587.1	GH18; Eukaryota; Acanthobrahmaea europaea
AAA87227.1	GH18; Eukaryota; Acanthocheilonema viteae
AAB68959.1	GH18; Eukaryota; Acanthocheilonema viteae
AAC47022.1	GH18; Eukaryota; Acanthocheilonema viteae
ABK42000.1	GH18; Eukaryota; Acanthocheilonema viteae
ABK42001.1	GH18; Eukaryota; Acanthocheilonema viteae
ABT16914.1	GH18; Viruses; Acanthocystis turfacea chlorella virus 1
ABT16948.1	GH18; Viruses; Acanthocystis turfacea chlorella virus 1
AGE49332.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Br0604L
AGE49320.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Br0604L
AGE49664.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Can0610SP
AGE49647.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Can0610SP
AGE50320.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Canal-1
AGE50333.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Canal-1
AGE50079.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus Canal-1
AGE53713.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus GM0701.1
AGE53701.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus GM0701.1
AGE55823.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus MN0810.1
AGE55552.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus MN0810.1
AGE56121.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus MO0605SPH
AGE56132.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus MO0605SPH
AGE56798.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NE-JV-2
AGE56814.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NE-JV-2
AGE57124.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NE-JV-3
AGE57134.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NE-JV-3
AGE57832.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NTS-1
AGE57849.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus NTS-1
AGE59594.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus OR0704.3
AGE59573.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus OR0704.3
AGE59935.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus TN603.4.2
AGE59925.1	GH18; Viruses; Acanthocystis turfacea Chlorella virus TN603.4.2
