20110600_S1M_5_c_000000002874_36	Root; dsrA; Acidobacteriota_3
20120500_P17_6_c_000000000976_4	Root; rdsrA; Gammaproteobacteria
20120800_E3S_6_c_000000003793_2	Root; dsrA; Acidobacteriota_3
PLMF01_ENA|PLMF01000377|PLMF01000377.1_3	Root; dsrA; Acidobacteriota_3
20110800_E2S_2_c_000000002226_15	Root; dsrA; Myxococcota
20120600_E1D_2_c_000000017035_8	Root; dsrA; Myxococcota
PMDU01_ENA|PMDU01000251|PMDU01000251.1_41	Root; dsrA; Myxococcota
PMLD01_ENA|PMLD01000358|PMLD01000358.1_7	Root; dsrA; Myxococcota
20110600_S3M_2_c_000000005176_1	Root; dsrA; Acidobacteriota_3
20170700_S33_17_c_000000009380_1	Root; dsrA; Acidobacteriota_3
3300037334_6_Ga0310750_0008040_3	Root; dsrA; Nitrospirota
PNBO01_ENA|PNBO01000393|PNBO01000393.1_9	Root; dsrA; Myxococcota
20120800_S3D_7_c_000000000915_30	Root; dsrA; Acidobacteriota_3
20150700_E25_3_c_000000005643_7	Root; dsrA; Syntrophia
20120700_S1D_31_c_000000062853_38	Root; rdsrA; Alphaproteobacteria
20110700_S2D_14_c_000000000194_13	Root; dsrA; Verrucomicrobiota
20110800_S2D_1_c_000000001945_1	Root; dsrA; Verrucomicrobiota
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.90_79.02_9.40_k141_522843_6	Root; dsrA; Acidobacteriota_3
PMEN01_ENA|PMEN01000142|PMEN01000142.1_5	Root; dsrA; Syntrophia
20130700_E3Z_19_c_000000000488_3	Root; dsrA; Syntrophia
PLMZ01_ENA|PLMZ01000158|PLMZ01000158.1_4	Root; dsrA; Syntrophia
PLVN01_ENA|PLVN01000081|PLVN01000081.1_1	Root; dsrA; Acidobacteriota_3
Fen.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.46_75.98_6.09_k141_864870_6	Root; dsrA; Nitrospirota
3300037086_8_Ga0334812_019048_2	Root; dsrA; Syntrophia
PLLV01_ENA|PLLV01000015|PLLV01000015.1_2	Root; dsrA; Syntrophia
20120700_S1D_97_c_000000096968_7	Root; dsrA; Syntrophobacteria
PLSV01_ENA|PLSV01000347|PLSV01000347.1_9	Root; dsrA; Syntrophobacteria
20120800_S1X_8_c_000000000299_4	Root; dsrA; Acidobacteriota_3
20110800_E3D_33_c_000000006300_2	Root; dsrA; Syntrophia
20120800_E2X_25_c_000000006235_9	Root; dsrA; Syntrophia
20130700_E1Y_4_c_000000003165_23	Root; dsrA; Syntrophia
20130700_E1Z_6_c_000000004127_7	Root; dsrA; Syntrophia
20130700_E2Y_17_c_000000001948_2	Root; dsrA; Syntrophia
3300036885_7_Ga0334823_002326_5	Root; dsrA; Syntrophia
PMZH01_ENA|PMZH01000271|PMZH01000271.1_16	Root; dsrA; Syntrophia
20110800_E2D_11_c_000000008285_10	Root; dsrA; Acidobacteriota_3
20120700_P3D_102_c_000000058360_4	Root; dsrA; Acidobacteriota_3
PMYB01_ENA|PMYB01000198|PMYB01000198.1_63	Root; dsrA; Acidobacteriota_3
20110700_S3M_21_c_000000009443_8	Root; dsrA; Acidobacteriota_3
20110800_S3M_14_c_000000000738_8	Root; dsrA; Acidobacteriota_3
20150700_S24_19_c_000000005782_9	Root; dsrA; Acidobacteriota_3
20160700_S14_4_c_000000003653_6	Root; dsrA; Acidobacteriota_3
20160700_S15_2_c_000000001265_12	Root; dsrA; Acidobacteriota_3
20170700_S25_11_c_000000010020_10	Root; dsrA; Acidobacteriota_3
20130700_C2M_9_c_000000003112_1	Root; dsrA; Acidobacteriota_3
20120600_E2D_12_c_000000002831_33	Root; dsrA; Acidobacteriota_2
PMKG01_ENA|PMKG01000230|PMKG01000230.1_2	Root; dsrA; Acidobacteriota_2
20111000_S2D_14_c_000000000603_5	Root; dsrA; Acidobacteriota_3
20120800_E2X_20_c_000000004155_21	Root; dsrA; Syntrophia_2
20130700_E1Y_8_c_000000004656_21	Root; dsrA; Syntrophia_2
20130700_E3D_4_c_000000001041_1	Root; dsrA; Syntrophia_2
3300036884_11_Ga0334813_000343_45	Root; dsrA; Syntrophia_2
3300036885_7_Ga0334823_000123_21	Root; dsrA; Syntrophia_2
3300037087_12_Ga0334814_000394_45	Root; dsrA; Syntrophia_2
3300037089_7_Ga0334820_000225_21	Root; dsrA; Syntrophia_2
3300037090_8_Ga0334824_000163_45	Root; dsrA; Syntrophia_2
3300037091_8_Ga0334825_000154_21	Root; dsrA; Syntrophia_2
PLLC01_ENA|PLLC01000022|PLLC01000022.1_2	Root; dsrA; Syntrophia_2
PMZF01_ENA|PMZF01000034|PMZF01000034.1_21	Root; dsrA; Syntrophia_2
PLMY01_ENA|PLMY01000053|PLMY01000053.1_1	Root; dsrA; Syntrophia_2
3300037089_7_Ga0334820_004911_9	Root; dsrA; Syntrophia
20110800_S3M_14_c_000000000713_3	Root; dsrA; Acidobacteriota_3
20150700_S24_19_c_000000006021_9	Root; dsrA; Acidobacteriota_3
20160700_S15_2_c_000000001270_9	Root; dsrA; Acidobacteriota_3
20170700_S25_11_c_000000010137_2	Root; dsrA; Acidobacteriota_3
20120600_E2D_56_c_000000018706_10	Root; dsrA; Myxococcota
PMZW01_ENA|PMZW01000150|PMZW01000150.1_3	Root; dsrA; Nitrospirota
20160700_E33_7_c_000000002243_3	Root; dsrA; Nitrospirota
3300037224_14_Ga0395705_003209_12	Root; dsrA; Syntrophia
20120700_S1D_41_c_000000003843_4	Root; dsrA; Acidobacteriota_3
20160700_E25_27_c_000000002359_6	Root; dsrA; Acidobacteriota_3
20120800_E3S_9_c_000000002645_2	Root; dsrA; Syntrophia
20111000_S1M_2_c_000000002468_2	Root; dsrA; Acidobacteriota_3
20120600_E1D_1_c_000000009026_1	Root; rdsrA; Gammaproteobacteria
20110800_E2D_9_c_000000006142_19	Root; dsrA; Acidobacteriota_3
20120600_E3D_1_c_000000012500_3	Root; dsrA; Syntrophia
20120600_E1D_40_c_000000010635_4	Root; dsrA; Syntrophia
20130700_C1X_10_c_000000003070_164	Root; dsrA; Bacteroidota
20120700_P3D_65_c_000000039829_3	Root; dsrA; Nitrospirota
PLXX01_ENA|PLXX01000157|PLXX01000157.1_30	Root; dsrA; Nitrospirota
20110700_P2D_13_c_000000007706_24	Root; dsrA; Acidobacteriota_3
20120500_P26_1_c_000000000758_49	Root; dsrA; Acidobacteriota_3
20120500_P34_2_c_000000000435_3	Root; dsrA; Acidobacteriota_3
20120700_P3D_80_c_000000027495_24	Root; dsrA; Acidobacteriota_3
PKVT01_ENA|PKVT01000225|PKVT01000225.1_7	Root; dsrA; Acidobacteriota_3
PKXK01_ENA|PKXK01000279|PKXK01000279.1_23	Root; dsrA; Acidobacteriota_3
PLZY01_ENA|PLZY01000211|PLZY01000211.1_3	Root; dsrA; Acidobacteriota_3
Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53_scaffold_8868_c1_9	Root; dsrA; Acidobacteriota_3
20160700_E13_8_c_000000000109_3	Root; dsrA; Nitrospirota
20111000_S2D_14_c_000000000262_1	Root; dsrA; Acidobacteriota_3
3300037091_8_Ga0334825_010193_3	Root; dsrA; Syntrophia
20120700_S1D_63_c_000000029687_36	Root; dsrA; Acidobacteriota_3
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.51_70.27_8.62_NODE_8299_length_14669_cov_4.123170_3	Root; dsrA; Acidobacteriota_3
20120800_E2X_18_c_000000001080_4	Root; dsrA; Syntrophia
3300036886_9_Ga0334826_002004_4	Root; dsrA; Syntrophia
3300037086_8_Ga0334812_010586_2	Root; dsrA; Syntrophia
20120600_E2D_56_c_000000018581_16	Root; dsrA; Myxococcota
20130700_E3Z_19_c_000000000488_4	Root; dsrA; Syntrophia
20120700_S1D_61_c_000000055142_8	Root; dsrA; Verrucomicrobiota
PLTO01_ENA|PLTO01000123|PLTO01000123.1_8	Root; dsrA; Verrucomicrobiota
