20120700_P1D_3_c_000000004042_198	Root; qNor_Mixed
20120500_P19_12_c_000000000855_53	Root; qNor_Mixed
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47_NODE_49_length_118113_cov_27.733021_48	Root; cNor_Gammaproteobacteria
20110800_E3D_20_c_000000007652_1	Root; qNor_Mixed
20170700_S25_38_c_000000008825_1	Root; qNor_Mixed
20120500_P28_12_c_000000002790_5	Root; qNor_Mixed
20120500_P32_2_c_000000001147_3	Root; qNor_Mixed
20120500_P13_5_c_000000003430_2	Root; qNor_Mixed
20130700_P1Y_11_c_000000002343_5	Root; qNor_Mixed_2
PKWM01_ENA|PKWM01000021|PKWM01000021.1_86	Root; qNor_Mixed_2
PMDY01_ENA|PMDY01000501|PMDY01000501.1_2	Root; qNor_Mixed_2
20120800_E1D_12_c_000000006862_14	Root; qNor_Mixed
20120800_E3S_10_c_000000002285_1	Root; qNor_Mixed
20120700_P3D_34_c_000000070717_40	Root; qNor_Mixed
20110700_P2D_21_c_000000005411_5	Root; qNor_Mixed
20120500_P38_6_c_000000000096_60	Root; qNor_Mixed_2
3300036876_9_Ga0334794_000122_58	Root; cNor_Bacteroidota
20110700_P2D_9_c_000000004092_35	Root; qNor_Mixed
20110600_S3M_2_c_000000004973_2	Root; qNor_Mixed
Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_4	Root; cNor_Gammaproteobacteria
20110800_E2D_9_c_000000006061_2	Root; qNor_Mixed
PLLH01_ENA|PLLH01000022|PLLH01000022.1_16	Root; qNor_Mixed_2
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00_NODE_387_length_59835_cov_10.565975_25	Root; cNor_Alphaproteobacteria
Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86_scaffold_7663_c1_3	Root; qNor_Mixed_2
20120800_E2D_20_c_000000001430_1	Root; qNor_Mixed_2
20110800_E3D_20_c_000000007723_14	Root; qNor_Mixed
20110800_E2D_20_c_000000006615_17	Root; qNor_Mixed
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.123_90.74_0.10_NODE_60872_length_3150_cov_4.285299_4	Root
20140700_E15_18_c_000000001101_2	Root; qNor_Mixed
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_721_length_52547_cov_8.712851_19	Root; qNor_Mixed
20120700_P3D_101_c_000000020502_3	Root; qNor_Mixed_2
20120700_P3D_65_c_000000040075_14	Root; qNor_Mixed
20120800_E2X_16_c_000000005439_24	Root; qNor_Mixed_2
20120800_E3X_27_c_000000001183_13	Root; qNor_Mixed
20120700_P3D_102_c_000000058468_65	Root; qNor_Mixed
20120700_P3D_124_c_000000086989_15	Root; cNor_Alphaproteobacteria
20120700_P3D_26_c_000000066165_242	Root; qNor_Mixed
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_2	Root; qNor_Mixed_2
20111000_P3M_44_c_000000005826_19	Root; qNor_Mixed_2
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00_scaffold_163_c1_11	Root; qNor_Mixed
20111000_P2D_16_c_000000003072_9	Root; qNor_Mixed_2
20170700_S33_5_c_000000007733_7	Root; qNor_Mixed_2
20120800_S3X_7_c_000000000008_21	Root; qNor_Mixed_2
20110700_P2D_8_c_000000012311_1	Root; qNor_Mixed
20140700_S11_11_c_000000002504_37	Root; qNor_Mixed_2
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80_NODE_1688_length_19761_cov_6.646656_12	Root; qNor_Mixed_2
20120700_P3D_65_c_000000040030_13	Root; qNor_Mixed
20111000_P3M_8_c_000000003633_2	Root; qNor_Mixed
20120700_P3D_3_c_000000087585_28	Root; qNor_Mixed
PMYM01_ENA|PMYM01000057|PMYM01000057.1_1	Root; qNor_Planctomycetota
20110800_E2D_22_c_000000006655_14	Root; qNor_Mixed
PLNT01_ENA|PLNT01000008|PLNT01000008.1_55	Root; qNor_Mixed_2
20111000_P3M_10_c_000000009991_28	Root; qNor_Mixed
20120700_P3D_7_c_000000019438_5	Root; qNor_Mixed_2
PMZX01_ENA|PMZX01000161|PMZX01000161.1_1	Root; qNor_Mixed
20120700_P3D_31_c_000000027579_7	Root; qNor_Mixed
20120700_P3D_2_c_000000013201_9	Root; qNor_Mixed
20110800_S3D_28_c_000000004265_11	Root; qNor_Mixed_2
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42_NODE_2586_length_15232_cov_7.281281_9	Root; qNor_Mixed_2
20120800_E1X_5_c_000000002946_27	Root; qNor_Mixed
20130700_E1Y_1_c_000000003689_13	Root; qNor_Mixed_2
20120500_P28_12_c_000000002675_38	Root; qNor_Mixed_2
20120500_P28_11_c_000000001886_96	Root; qNor_Mixed_2
20120800_E1X_7_c_000000000766_2	Root; qNor_Mixed
20120700_P3D_88_c_000000067401_41	Root; qNor_Mixed
20160700_P15_5_c_000000002121_6	Root; qNor_Mixed_2
20110800_S1M_20_c_000000004430_1	Root; qNor_Mixed
3300037156_12_Ga0395916_001753_7	Root; qNor_Mixed
20130700_E3Z_5_c_000000003834_8	Root; qNor_Mixed_2
20120700_S1D_55_c_000000017499_30	Root; qNor_Mixed_2
20130700_C1X_10_c_000000003073_6	Root; qNor_Mixed_2
20130700_E1Z_4_c_000000002947_59	Root; qNor_Mixed_2
PMDY01_ENA|PMDY01000501|PMDY01000501.1_1	Root; qNor_Mixed_2
20111000_P3M_27_c_000000010232_4	Root; qNor_Mixed
20120700_P3D_12_c_000000051727_21	Root; qNor_Mixed
20120700_S1D_25_c_000000010936_14	Root; qNor_Mixed
20120700_P3D_2_c_000000013218_23	Root; qNor_Mixed
20120600_E3D_2_c_000000019236_32	Root; qNor_Mixed
PLXO01_ENA|PLXO01000318|PLXO01000318.1_7	Root; qNor_Alphaproteobacteria
20120700_P3D_93_c_000000046274_78	Root; qNor_Mixed_2
20120500_P28_10_c_000000001038_1	Root; qNor_Mixed
20120700_S1D_89_c_000000073428_10	Root; qNor_Mixed
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_3	Root; qNor_Mixed_2
20120700_P3D_48_c_000000026006_122	Root; qNor_Mixed
20110800_E1D_22_c_000000007548_1	Root; qNor_Mixed
20150700_E15_18_c_000000007951_20	Root; qNor_Mixed_2
20120700_S1D_31_c_000000062784_3	Root; cNor_Alphaproteobacteria
PLSJ01_ENA|PLSJ01000302|PLSJ01000302.1_3	Root; qNor_Mixed
20120700_S1D_33_c_000000093749_13	Root; qNor_Mixed
20160700_P15_17_c_000000002666_1	Root; qNor_Alphaproteobacteria
Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_3	Root; cNor_Gammaproteobacteria
20150700_P24_12_c_000000006399_1	Root; qNor_Mixed
