PMGC01_ENA|PMGC01000268|PMGC01000268.1_18	Root; pmoB_Mixed
PMBZ01_ENA|PMBZ01000109|PMBZ01000109.1_12	Root; pmoB_Mixed
20130700_S3M_9_c_000000008011_4	Root; pmoB_Mixed
20111000_S3D_5_c_000000000201_55	Root; pmoB_Mixed
20120600_E2D_51_c_000000000453_22	Root; pmoB_Mixed
20170700_S33_35_c_000000015110_3	Root; pmoB_Mixed
3300036887_7_Ga0334829_001782_11	Root; pmoB_Mixed
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.25_87.51_3.82_k141_1286718_22	Root; pmoB_Mixed
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.130_88.83_1.52_NODE_602_length_36786_cov_5.625439_20	Root; pmoB_Mixed
Bog.None.R2.T0.trimmomatic.megahit_bin.277_79.31_6.90_k141_2696758_3	Root; pmoB_Mixed
Bog.None.R3.T0.trimmomatic.megahit_bin.385_77.48_3.45_k141_3812562_2	Root; pmoB_Mixed
Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.67_79.14_3.51_k141_977076_21	Root; pmoB_Mixed
Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.119_83.64_3.93_k141_92135_4	Root; pmoB_Mixed
Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.137_79.65_1.04_NODE_1154_length_30324_cov_6.633189_4	Root; pmoB_Mixed
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.76_79.07_1.41_NODE_6972_length_14980_cov_12.222982_3	Root; pmoB_Mixed
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.162_93.34_1.65_NODE_3487_length_22294_cov_9.176447_21	Root; pmoB_Mixed
PKZX01_ENA|PKZX01000234|PKZX01000234.1_11	Root; pmoB_Mixed
PLAI01_ENA|PLAI01000060|PLAI01000060.1_16	Root; pmoB_Mixed
PMFK01_ENA|PMFK01000117|PMFK01000117.1_3	Root; pmoB_Mixed
PMPT01_ENA|PMPT01000049|PMPT01000049.1_2	Root; pmoB_Mixed
20130700_S3M_6_c_000000003516_3	Root; pmoB_Mixed
PMPT01_ENA|PMPT01000123|PMPT01000123.1_8	Root; pmoB_Mixed
PMFK01_ENA|PMFK01000191|PMFK01000191.1_13	Root; pmoB_Mixed
Bog.None.R1.T0.trimmomatic.megahit_bin.370_89.16_6.64_k141_4418788_5	Root; pmoB_Mixed
PMPT01_ENA|PMPT01000513|PMPT01000513.1_4	Root; pmoB_Mixed
