PMBZ01_ENA|PMBZ01000109|PMBZ01000109.1_12	Root; pmoB_Mixed
20120700_S1D_31_c_000000062794_3	Root; pmoB_Mixed
20120700_P3D_148_c_000000068868_1	Root; pmoB_Mixed
20140700_S12_15_c_000000003794_22	Root; pmoB_Mixed
20130700_S1X_7_c_000000004374_5	Root; pmoB_Mixed
20120700_P3D_148_c_000000069155_17	Root; pmoB_Mixed
20140700_S12_15_c_000000003799_17	Root; pmoB_Mixed
3300037040_8_Ga0334806_001230_7	Root; pmoB_Mixed
20111000_P3M_5_c_000000009862_11	Root; amoB_Mixed
20130700_S1X_7_c_000000004130_33	Root; pmoB_Mixed
20120700_P3D_148_c_000000068824_3	Root; pmoB_Mixed
3300037040_8_Ga0334806_000105_50	Root; pmoB_Mixed
PMDM01_ENA|PMDM01000076|PMDM01000076.1_4	Root; pmoB_Mixed
