20150700_P24_8_c_000000002202_4	Root; NarH_Proteobacteria
Palsa.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.63_96.63_1.13_NODE_14046_length_6008_cov_4.711070_2	Root; NarH_Proteobacteria
20111000_P3M_27_c_000000010059_17	Root; NarH_Acidobacteriota
20111000_P3M_32_c_000000007681_130	Root; NxrB_2
20120700_S1D_31_c_000000062880_9	Root; NarH_Proteobacteria
20120700_P3D_75_c_000000050382_4	Root; NarH_Proteobacteria
20111000_P3M_16_c_000000006573_24	Root; NarH_Actinobacteriota
20170700_S33_24_c_000000006148_7	Root; NarH_Proteobacteria
20120800_E1X_5_c_000000002940_41	Root; NarH_Proteobacteria
20120700_P3D_139_c_000000083648_13	Root; NarH_Proteobacteria
PLTJ01_ENA|PLTJ01000201|PLTJ01000201.1_5	Root; NarH_Proteobacteria
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85_NODE_8737_length_12517_cov_5.744584_13	Root; NarH_Proteobacteria
20150700_P24_12_c_000000006399_19	Root; NarH_Acidobacteriota
Fen.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.21_87.87_4.97_k141_717330_2	Root; NarH_Proteobacteria
20120700_S1D_106_c_000000027581_70	Root; NarH_Proteobacteria
20120500_P26_8_c_000000000587_6	Root; NarH_Actinobacteriota
20120700_P3D_125_c_000000083157_1	Root; NarH_Actinobacteriota
20150700_P24_12_c_000000006228_3	Root; NarH_Desulfobacterota
3300037156_8_Ga0395916_000022_19	Root; NarH_Proteobacteria
20120700_P3D_115_c_000000024402_14	Root; NarH_Actinobacteriota
20120700_P3D_125_c_000000083165_19	Root; NarH_Actinobacteriota
20120700_P3D_49_c_000000032638_21	Root; NarH_Proteobacteria
20111000_P1D_15_c_000000003870_9	Root; NarH_Proteobacteria
20130700_E3Z_5_c_000000003848_6	Root; NarH_Acidobacteriota
3300037549_13_Ga0310740_0000814_4	Root; NarH_Proteobacteria
