AGF29467_nxrB_Nitrospina_gracilis	NxrB; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__; s__
ZP_10246321_nxrB_Nitrolancetus_hollandicus	NxrB; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea; s__Nitrolancea_hollandica
WP_013249748_nxrB_Nitrospira_defluvii	NxrB; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira_A_defluvii_A
ZP_10098236_nxrB_planctomycete_KSU1	NxrB; d__Bacteria; p__Planctomycetota; c__; o__; f__; g__; s__
BAL57378._nxrB_selenate_reductase_uncultured_Acetothermia	NxrB; d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__; s__
AET32224_nxrB_narH_Pyrobaculum_ferrireducens	NarH; d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum_ferrireducens
NARH_Escherichia_coli_P11349	NarH; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia_coli
NARH_Haloferax_mediterranei_I3R9M8	NarH; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloferacaceae; g__Haloferax; s__Haloferax_mediterranei
NARH_Bradyrhizobium_sp_USDA3045_P85098	NarH; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__
NARH_Bacillus_subtilis_P42176	NarH; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
EAR23356.1_Nitrococcus_mobilis_NxrB	NxrB; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrococcales; f__Nitrococcaceae; g__Nitrococcus; s__Nitrococcus_mobilis
CBE67841.1_Methylomirabilis_oxyfera_NarH	NarH; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis_oxyfera
WP_013011336.1_Denitrovibrio_acetiphilus_NarH	NarH; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Denitrovibrionaceae; g__Denitrovibrio; s__Denitrovibrio_acetiphilus
GAL08_Ga0170566_11172	NarH; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__; f__; g__; s__
NARH_Mycobacterium_tuberculosis_KBJ36409.1	NarH; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium_tuberculosis
NARH_Bacillus_subtilis_QJR48289.1	NarH; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
CRI68047|Thiocapsa_sp_KS1	NxrB; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Thiocapsa; s__
BBJ23759|Nitrotoga_sp_AM1	NxrB; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Nitrotoga; s__
SPS06997|Nitrotoga_fabula	NxrB; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Nitrotoga; s__
CCF85658|Nitrolancea_hollandica_Lb	NxrB; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea; s__Nitrolancea_hollandica
Geomonas_nitrogeniifigens_QXE88222	NarH; d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geomonas; s__
NARH_Burkholderia_pseudomallei_CAH36313	NarH; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia_mallei
NARH_Bradyrhizobium_sp_P85098	NarH; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__
NARH_Geothrix_fermentans_DSM14018_2523448933	NarH; d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Geothrix; s__Geothrix_fermentans
NARH_Geobacter_metallireducens_Q39WW1	NarH; d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geobacter; s__Geobacter metallireducens
UniRef90_A0A021VVQ6	narH_nxrB
UniRef90_A0A045JV46	narH_nxrB
UniRef90_A0A059G2N9	narH_nxrB
UniRef90_A0A059WLA8	narH_nxrB
UniRef90_A0A059WQF7	narH_nxrB
UniRef90_A0A059ZRX8	narH_nxrB
UniRef90_A0A060NS15	narH_nxrB
UniRef90_A0A062V4L9	narH_nxrB
UniRef90_A0A068B1H3	narH_nxrB
UniRef90_A0A068B4P6	narH_nxrB
UniRef90_A0A068B794	narH_nxrB
UniRef90_A0A069NL34	narH_nxrB
UniRef90_A0A069PXY9	narH_nxrB
UniRef90_A0A070AA40	narH_nxrB
UniRef90_A0A074JGV2	narH_nxrB
UniRef90_A0A075TVQ2	narH_nxrB
UniRef90_A0A077DDB3	narH_nxrB
UniRef90_A0A080M4N3	narH_nxrB
UniRef90_A0A080NNA7	narH_nxrB
UniRef90_A0A084Y3Z6	narH_nxrB
UniRef90_A0A085GEN5	narH_nxrB
UniRef90_A0A085J975	narH_nxrB
UniRef90_A0A086EZM9	narH_nxrB
UniRef90_A0A089NTL1	narH_nxrB
UniRef90_A0A090BUZ6	narH_nxrB
UniRef90_A0A090ISS8	narH_nxrB
UniRef90_A0A090IUU4	narH_nxrB
UniRef90_A0A090MHG6	narH_nxrB
UniRef90_A0A090YLM2	narH_nxrB
UniRef90_A0A093VE17	narH_nxrB
UniRef90_A0A094SP91	narH_nxrB
UniRef90_A0A095TDA9	narH_nxrB
UniRef90_A0A095WYR6	narH_nxrB
UniRef90_A0A096CNJ8	narH_nxrB
UniRef90_A0A096ZNX0	narH_nxrB
UniRef90_A0A097IFB8	narH_nxrB
UniRef90_A0A098AW35	narH_nxrB
UniRef90_A0A098BKJ9	narH_nxrB
UniRef90_A0A099FHX3	narH_nxrB
UniRef90_A0A0A0JDT2	narH_nxrB
UniRef90_A0A0A0JL11	narH_nxrB
UniRef90_A0A0A1W8T8	narH_nxrB
UniRef90_A0A0A4A674	narH_nxrB
UniRef90_A0A0A6P0S3	narH_nxrB
UniRef90_A0A0A6PDU1	narH_nxrB
UniRef90_A0A0A6UQM1	narH_nxrB
UniRef90_A0A0A6XBD5	narH_nxrB
UniRef90_A0A0A8HQW4	narH_nxrB
UniRef90_A0A0A8K0S4	narH_nxrB
UniRef90_A0A0A8WT72	narH_nxrB
UniRef90_A0A0B0EPT0	narH_nxrB
UniRef90_A0A0B0HWL1	narH_nxrB
UniRef90_A0A0B0Q0T8	narH_nxrB
UniRef90_A0A0B2BJJ2	narH_nxrB
UniRef90_A0A0B5B882	narH_nxrB
UniRef90_A0A0B6S413	narH_nxrB
UniRef90_A0A0B7NUJ4	narH_nxrB
UniRef90_A0A0C2QUA3	narH_nxrB
